package	pn_exit	em_exit	category
sci-physics/geant4_vmc	FAIL(3)	FAIL(1)	fail/fail
sci-physics/espresso	FAIL(3)	FAIL(1)	fail/fail
sci-physics/vmc	FAIL(3)	FAIL(1)	fail/fail
sci-physics/root	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rtabmap	TIMEOUT	FAIL(1)	fail/fail
sci-libs/vtk	TIMEOUT	FAIL(1)	fail/fail
sci-visualization/gr	FAIL(3)	FAIL(1)	fail/fail
sci-visualization/gle	FAIL(3)	FAIL(1)	fail/fail
sci-visualization/kst	FAIL(3)	FAIL(1)	fail/fail
sci-ml/accelerate	TIMEOUT	TIMEOUT	fail/fail
sci-ml/caffe2	TIMEOUT	TIMEOUT	fail/fail
sci-ml/evaluate	TIMEOUT	FAIL(1)	fail/fail
sci-ml/fastai	FAIL(3)	TIMEOUT	fail/fail
sci-ml/pytorch	TIMEOUT	TIMEOUT	fail/fail
sci-ml/torchdata	TIMEOUT	TIMEOUT	fail/fail
sci-ml/torchvision	TIMEOUT	TIMEOUT	fail/fail
sci-physics/vgm	FAIL(3)	FAIL(1)	fail/fail
sci-visualization/paraview	FAIL(3)	FAIL(1)	fail/fail
sec-policy/selinux-watchdog	FAIL(3)	FAIL(1)	fail/fail
sys-apps/accountsservice	FAIL(3)	FAIL(1)	fail/fail
sys-apps/apparmor	FAIL(3)	FAIL(1)	fail/fail
sys-apps/apparmor-utils	FAIL(3)	FAIL(1)	fail/fail
sys-apps/cpint	FAIL(3)	FAIL(1)	fail/fail
sys-apps/daisydog	FAIL(3)	FAIL(1)	fail/fail
sys-apps/ifd-gempc	FAIL(3)	FAIL(1)	fail/fail
sys-apps/gentoo-systemd-integration	FAIL(3)	FAIL(1)	fail/fail
sys-apps/lssbus	FAIL(3)	FAIL(1)	fail/fail
sys-apps/gsmartcontrol	FAIL(3)	FAIL(1)	fail/fail
sys-apps/musl-locales	FAIL(3)	FAIL(1)	fail/fail
sys-apps/netkit-base	FAIL(3)	OK	fail/ok
sys-apps/opal-utils	FAIL(3)	FAIL(1)	fail/fail
sys-apps/paxctld	FAIL(3)	FAIL(1)	fail/fail
sys-apps/kcheck	FAIL(3)	FAIL(1)	fail/fail
sys-apps/powerpc-utils	FAIL(3)	FAIL(1)	fail/fail
sys-apps/qcontrol	FAIL(3)	FAIL(1)	fail/fail
sys-apps/renameutils	FAIL(3)	FAIL(1)	fail/fail
sys-apps/s6-linux-init	FAIL(3)	FAIL(1)	fail/fail
sys-apps/s6-frontend	FAIL(3)	FAIL(1)	fail/fail
sys-apps/openrazer	FAIL(3)	FAIL(1)	fail/fail
sys-apps/seedfiles	FAIL(3)	FAIL(1)	fail/fail
sys-apps/razer-cli	FAIL(3)	FAIL(1)	fail/fail
sys-apps/smc-sum	FAIL(3)	FAIL(1)	fail/fail
sys-apps/sparc-utils	FAIL(3)	FAIL(1)	fail/fail
sys-apps/razergenie	FAIL(3)	FAIL(1)	fail/fail
sys-apps/system-monitoring-center	FAIL(3)	FAIL(1)	fail/fail
sys-apps/intune-portal	FAIL(3)	FAIL(1)	fail/fail
sys-apps/razercommander	FAIL(3)	FAIL(1)	fail/fail
sys-apps/systemd-initctl	FAIL(3)	FAIL(1)	fail/fail
sys-apps/systemd	FAIL(3)	FAIL(1)	fail/fail
sys-apps/systemd-readahead	FAIL(3)	FAIL(1)	fail/fail
sys-apps/utempter	FAIL(3)	FAIL(1)	fail/fail
sys-auth/libnss-pgsql	FAIL(3)	FAIL(1)	fail/fail
sys-auth/pam_smb	FAIL(3)	FAIL(1)	fail/fail
sys-block/arcconf	RESTRICT(fetch)	FAIL(1)	fail/fail
sys-auth/AusweisApp	FAIL(3)	FAIL(1)	fail/fail
sys-block/di	FAIL(3)	FAIL(1)	fail/fail
sys-block/perccli	RESTRICT(fetch)	FAIL(1)	fail/fail
sys-block/sas2ircu	RESTRICT(fetch)	FAIL(1)	fail/fail
sys-block/sas3flash	RESTRICT(fetch)	FAIL(1)	fail/fail
sys-block/sas3ircu	RESTRICT(fetch)	FAIL(1)	fail/fail
sys-boot/aboot	FAIL(3)	FAIL(1)	fail/fail
sys-boot/bootcreator	FAIL(3)	FAIL(1)	fail/fail
sys-boot/colo	FAIL(3)	FAIL(1)	fail/fail
sys-boot/arcload	FAIL(3)	FAIL(1)	fail/fail
sys-boot/cromwell	FAIL(3)	FAIL(1)	fail/fail
sys-boot/elilo	FAIL(3)	FAIL(1)	fail/fail
sys-boot/milo	FAIL(3)	FAIL(1)	fail/fail
sys-boot/palo	FAIL(3)	FAIL(1)	fail/fail
sys-boot/silo	FAIL(3)	FAIL(1)	fail/fail
sys-block/wait-for-dri-devices-rules	FAIL(3)	FAIL(1)	fail/fail
sys-block/gparted	FAIL(3)	FAIL(1)	fail/fail
sys-boot/yaboot	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/charm	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/drbd-utils	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/charmdebug	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/gasnet	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/knem	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/libcircle	FAIL(3)	FAIL(1)	fail/fail
sys-cluster/pconsole	FAIL(3)	FAIL(1)	fail/fail
sys-devel/binutils-hppa64	FAIL(3)	FAIL(1)	fail/fail
sys-devel/native-cctools	FAIL(3)	FAIL(1)	fail/fail
sys-devel/nvptx-tools	FAIL(3)	FAIL(1)	fail/fail
sys-devel/elftoolchain	FAIL(3)	FAIL(1)	fail/fail
sys-fs/arm-fdisk	FAIL(3)	FAIL(1)	fail/fail
sys-fs/bcachefs-tools	FAIL(3)	FAIL(1)	fail/fail
sys-devel/rust-std	FAIL(3)	FAIL(1)	fail/fail
sys-devel/clang-crossdev-wrappers	FAIL(3)	FAIL(1)	fail/fail
sys-fs/ldapfuse	FAIL(3)	FAIL(1)	fail/fail
sys-fs/lessfs	FAIL(3)	FAIL(1)	fail/fail
sys-fs/linux-apfs-rw	FAIL(3)	FAIL(1)	fail/fail
sys-fs/loop-aes	FAIL(3)	FAIL(1)	fail/fail
sys-fs/mergerfs	FAIL(3)	FAIL(1)	fail/fail
sys-fs/google-drive-ocamlfuse	FAIL(3)	FAIL(1)	fail/fail
sys-fs/fragview	FAIL(3)	FAIL(1)	fail/fail
sys-fs/davl	FAIL(3)	FAIL(1)	fail/fail
sys-fs/rar2fs	FAIL(3)	FAIL(1)	fail/fail
sys-apps/polychromatic	FAIL(3)	FAIL(1)	fail/fail
sys-fs/sanoid	FAIL(3)	FAIL(1)	fail/fail
sys-fs/static-dev	FAIL(3)	FAIL(1)	fail/fail
sys-fs/vhba	FAIL(3)	FAIL(1)	fail/fail
sys-fs/zfs	FAIL(3)	FAIL(1)	fail/fail
sys-fs/zfs-kmod	FAIL(3)	FAIL(1)	fail/fail
sys-fs/zfs-auto-snapshot	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/cryptodev	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/gnumach	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/hurd	FAIL(3)	FAIL(1)	fail/fail
sys-devel/kgcc64	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/linux-next	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/mips-sources	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/kpatch	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/rumpkernel	FAIL(3)	FAIL(1)	fail/fail
sys-libs/argp-standalone	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/gentoo-kernel	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/udev-hid-bpf	FAIL(3)	OK	fail/ok
sys-kernel/vanilla-kernel	FAIL(3)	FAIL(1)	fail/fail
sys-libs/error-standalone	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/scx	FAIL(3)	OK	fail/ok
sys-fs/treesize	FAIL(3)	FAIL(1)	fail/fail
sys-libs/fts-standalone	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/scx-loader	FAIL(3)	OK	fail/ok
sys-cluster/ceph	FAIL(3)	FAIL(1)	fail/fail
sys-libs/ldb	FAIL(3)	FAIL(1)	fail/fail
sys-libs/libseccomp	FAIL(3)	FAIL(1)	fail/fail
sys-libs/libsmbios	FAIL(3)	FAIL(1)	fail/fail
sys-libs/libxcrypt	FAIL(3)	FAIL(1)	fail/fail
sys-libs/libuuid	FAIL(3)	FAIL(1)	fail/fail
sys-libs/musl	FAIL(3)	FAIL(1)	fail/fail
sys-libs/libnvidia-container	FAIL(3)	FAIL(1)	fail/fail
sys-libs/musl-nscd	FAIL(3)	FAIL(1)	fail/fail
sys-libs/ncurses-compat	FAIL(3)	OK	fail/ok
sys-libs/newlib	FAIL(3)	FAIL(1)	fail/fail
sys-libs/nss-usrfiles	FAIL(3)	FAIL(1)	fail/fail
sys-libs/obstack-standalone	FAIL(3)	FAIL(1)	fail/fail
sys-libs/openipmi	FAIL(3)	FAIL(1)	fail/fail
sys-libs/queue-standalone	FAIL(3)	FAIL(1)	fail/fail
sys-libs/ncurses	FAIL(3)	FAIL(1)	fail/fail
sys-libs/snapd-glib	FAIL(3)	FAIL(1)	fail/fail
sys-power/acpi_call	FAIL(3)	FAIL(1)	fail/fail
sys-power/RyzenAdj	FAIL(3)	FAIL(1)	fail/fail
sys-power/bbswitch	FAIL(3)	FAIL(1)	fail/fail
sys-power/libacpica	FAIL(3)	FAIL(1)	fail/fail
sys-auth/microsoft-identity-broker	FAIL(3)	FAIL(1)	fail/fail
sys-libs/pkgcraft	FAIL(3)	FAIL(1)	fail/fail
sys-power/suspend	FAIL(3)	FAIL(1)	fail/fail
sys-power/sandmann-bin	FAIL(3)	FAIL(1)	fail/fail
sys-power/powertop	FAIL(3)	OK	fail/ok
sys-process/btop	FAIL(3)	FAIL(1)	fail/fail
sys-power/wluma	FAIL(3)	FAIL(1)	fail/fail
sys-process/bpytop	FAIL(3)	OK	fail/ok
sys-power/upower	FAIL(3)	OK	fail/ok
sys-libs/kpmcore	FAIL(3)	FAIL(1)	fail/fail
sys-process/criu	FAIL(3)	FAIL(1)	fail/fail
sys-process/daemontools-encore	FAIL(3)	FAIL(1)	fail/fail
sys-process/dcron	FAIL(3)	OK	fail/ok
sys-process/ctop	FAIL(3)	OK	fail/ok
sys-process/fcron	FAIL(3)	FAIL(1)	fail/fail
sys-process/bottom	FAIL(3)	OK	fail/ok
sys-process/below	FAIL(3)	FAIL(1)	fail/fail
sys-process/evisum	FAIL(3)	FAIL(1)	fail/fail
sys-process/minit	FAIL(3)	FAIL(1)	fail/fail
sys-process/pkill-darwin	FAIL(3)	FAIL(1)	fail/fail
sys-process/procps	FAIL(3)	FAIL(1)	fail/fail
sys-process/gnome-usage	FAIL(3)	FAIL(1)	fail/fail
sys-process/psmisc	FAIL(3)	FAIL(1)	fail/fail
sys-process/procenv	FAIL(3)	FAIL(1)	fail/fail
sys-process/top-apple	FAIL(3)	FAIL(1)	fail/fail
sys-process/parallel	FAIL(3)	FAIL(1)	fail/fail
sys-process/unixtop	FAIL(3)	FAIL(1)	fail/fail
sys-process/xjobs	FAIL(3)	FAIL(1)	fail/fail
sys-process/tiptop	FAIL(3)	FAIL(1)	fail/fail
sys-process/procs	FAIL(3)	OK	fail/ok
virtual/freedesktop-icon-theme	FAIL(3)	FAIL(1)	fail/fail
virtual/httpd-cgi	FAIL(3)	OK	fail/ok
virtual/gnustep-back	FAIL(3)	FAIL(1)	fail/fail
virtual/dist-kernel	FAIL(3)	FAIL(1)	fail/fail
virtual/httpd-fastcgi	FAIL(3)	FAIL(1)	fail/fail
virtual/imagemagick-tools	FAIL(3)	OK	fail/ok
sys-process/systemd-cron	FAIL(3)	FAIL(1)	fail/fail
virtual/qmail	FAIL(3)	FAIL(1)	fail/fail
virtual/tex-base	FAIL(3)	FAIL(1)	fail/fail
www-apache/mod_perl	FAIL(3)	FAIL(1)	fail/fail
www-apps/Apache-Gallery	FAIL(3)	FAIL(1)	fail/fail
www-apps/gitea	FAIL(3)	FAIL(1)	fail/fail
www-apps/bareos-webui	FAIL(3)	FAIL(1)	fail/fail
sys-boot/raspberrypi-firmware	TIMEOUT	FAIL(1)	fail/fail
www-apps/mythweb	FAIL(3)	FAIL(1)	fail/fail
www-apps/moodle	FAIL(3)	FAIL(1)	fail/fail
www-apps/sfpg	FAIL(3)	FAIL(1)	fail/fail
www-apps/rt	FAIL(3)	FAIL(1)	fail/fail
www-apps/redmine	FAIL(3)	FAIL(1)	fail/fail
www-client/jd	FAIL(3)	FAIL(1)	fail/fail
www-client/opera-gx	FAIL(3)	FAIL(1)	fail/fail
www-client/w3mmee	FAIL(3)	FAIL(1)	fail/fail
www-misc/litmus	FAIL(3)	FAIL(1)	fail/fail
www-client/seamonkey	FAIL(3)	FAIL(1)	fail/fail
www-nginx/ngx-acme	FAIL(3)	FAIL(1)	fail/fail
www-client/tangram	FAIL(3)	FAIL(1)	fail/fail
www-servers/fnord	FAIL(3)	FAIL(1)	fail/fail
www-servers/mongrel2	FAIL(3)	FAIL(1)	fail/fail
www-plugins/lightspark	FAIL(3)	FAIL(1)	fail/fail
www-servers/uwsgi	FAIL(3)	FAIL(1)	fail/fail
sys-kernel/raspberrypi-image	TIMEOUT	FAIL(1)	fail/fail
www-servers/h2o	FAIL(3)	OK	fail/ok
x11-drivers/nvidia-drivers	FAIL(3)	FAIL(1)	fail/fail
www-client/qutebrowser	FAIL(3)	FAIL(1)	fail/fail
x11-libs/dnd	FAIL(3)	FAIL(1)	fail/fail
x11-libs/gtk-mac-integration	FAIL(3)	FAIL(1)	fail/fail
x11-libs/libdockapp	FAIL(3)	OK	fail/ok
www-apps/kibana-bin	TIMEOUT	TIMEOUT	fail/fail
x11-libs/wxGTK	FAIL(3)	FAIL(1)	fail/fail
www-client/chromium	TIMEOUT	FAIL(1)	fail/fail
x11-misc/bumblebee	FAIL(3)	FAIL(1)	fail/fail
www-client/epiphany	TIMEOUT	FAIL(1)	fail/fail
x11-misc/emacs-desktop-mail	FAIL(3)	FAIL(1)	fail/fail
www-client/luakit	TIMEOUT	FAIL(1)	fail/fail
www-client/surf	TIMEOUT	FAIL(1)	fail/fail
x11-misc/kbdd	FAIL(3)	FAIL(1)	fail/fail
x11-misc/gpaste	FAIL(3)	FAIL(1)	fail/fail
x11-misc/grun	FAIL(3)	FAIL(1)	fail/fail
x11-misc/lineak-defaultplugin	FAIL(3)	FAIL(1)	fail/fail
x11-misc/lightdm-mini-greeter	FAIL(3)	FAIL(1)	fail/fail
x11-misc/lightdm	FAIL(3)	FAIL(1)	fail/fail
x11-misc/lightdm-gtk-greeter	FAIL(3)	FAIL(1)	fail/fail
x11-misc/nitrogen	FAIL(3)	FAIL(1)	fail/fail
x11-misc/primus	FAIL(3)	FAIL(1)	fail/fail
x11-misc/qt5ct	FAIL(3)	FAIL(1)	fail/fail
x11-misc/parcellite	FAIL(3)	FAIL(1)	fail/fail
x11-misc/pcmanfm-qt	FAIL(3)	FAIL(1)	fail/fail
x11-misc/simpleswitcher	FAIL(3)	FAIL(1)	fail/fail
x11-misc/urxvt-font-size	FAIL(3)	FAIL(1)	fail/fail
x11-misc/urxvt-perls	FAIL(3)	FAIL(1)	fail/fail
x11-misc/urxvt-tabbedex	FAIL(3)	FAIL(1)	fail/fail
x11-misc/screengrab	FAIL(3)	FAIL(1)	fail/fail
x11-misc/trayer	FAIL(3)	FAIL(1)	fail/fail
x11-misc/xfractint	FAIL(3)	FAIL(1)	fail/fail
x11-misc/xmountains	FAIL(3)	FAIL(1)	fail/fail
x11-misc/wininfo	FAIL(3)	FAIL(1)	fail/fail
x11-misc/xmobar	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/asapm	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/allin1	FAIL(3)	FAIL(1)	fail/fail
x11-misc/xscreensaver-app	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/docker	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellkam	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-bluez	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-radio	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-plugins	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-trayicons	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-vaiobright	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-volume	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellm-xkb	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellmlaunch	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellmoon	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellmss	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrellsun	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkrelltop	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/gkwebmon	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/i8krellm	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/pidgin-mpris	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmCalClock	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmSpaceWeather	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmDownload	FAIL(3)	OK	fail/ok
x11-plugins/wmSun	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmXName	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmacpi	FAIL(3)	OK	fail/ok
x11-plugins/wmail	FAIL(3)	OK	fail/ok
x11-plugins/wmappl	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmbatteries	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmcms	FAIL(3)	OK	fail/ok
x11-plugins/wmcpuwatch	FAIL(3)	OK	fail/ok
x11-plugins/wmcube	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmget	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmfsm	FAIL(3)	OK	fail/ok
x11-plugins/wmgrabimage	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmgtemp	FAIL(3)	OK	fail/ok
x11-plugins/wmhdplop	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmifs	FAIL(3)	OK	fail/ok
x11-plugins/wmitime	FAIL(3)	OK	fail/ok
x11-plugins/wmix	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmmisc	FAIL(3)	OK	fail/ok
x11-plugins/wmmenu	FAIL(3)	OK	fail/ok
x11-plugins/wmmoonclock	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmmon	FAIL(3)	OK	fail/ok
x11-plugins/wmmp3	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmnetload	FAIL(3)	OK	fail/ok
x11-plugins/wmppp	FAIL(3)	OK	fail/ok
x11-plugins/wmsysmon	FAIL(3)	OK	fail/ok
x11-plugins/wmcoincoin	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmtime	FAIL(3)	OK	fail/ok
x11-plugins/wmtop	FAIL(3)	OK	fail/ok
x11-plugins/wmtz	FAIL(3)	OK	fail/ok
x11-plugins/wmxres	FAIL(3)	OK	fail/ok
x11-terms/kterm	FAIL(3)	FAIL(1)	fail/fail
x11-plugins/wmtimer	FAIL(3)	FAIL(1)	fail/fail
x11-terms/qterminal	FAIL(3)	FAIL(1)	fail/fail
x11-themes/adapta-gtk-theme	FAIL(3)	FAIL(1)	fail/fail
x11-themes/geany-themes	FAIL(3)	FAIL(1)	fail/fail
x11-themes/kfaenza	FAIL(3)	FAIL(1)	fail/fail
x11-wm/2bwm	FAIL(3)	FAIL(1)	fail/fail
x11-themes/gnustep-neos-theme	FAIL(3)	FAIL(1)	fail/fail
x11-wm/amiwm	FAIL(3)	FAIL(1)	fail/fail
x11-wm/echinus	FAIL(3)	FAIL(1)	fail/fail
x11-themes/gnustep-silver-theme	FAIL(3)	FAIL(1)	fail/fail
x11-wm/matwm2	FAIL(3)	FAIL(1)	fail/fail
x11-wm/musca	FAIL(3)	FAIL(1)	fail/fail
xfce-base/exo	FAIL(3)	FAIL(1)	fail/fail
x11-wm/muffin	FAIL(3)	FAIL(1)	fail/fail
xfce-base/thunar-volman	FAIL(3)	FAIL(1)	fail/fail
xfce-base/thunar	FAIL(3)	FAIL(1)	fail/fail
xfce-base/xfce4-power-manager	FAIL(3)	FAIL(1)	fail/fail
xfce-base/xfce4-panel	FAIL(3)	FAIL(1)	fail/fail
xfce-base/xfce4-settings	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/thunar-archive-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/thunar-media-tags-plugin	FAIL(3)	FAIL(1)	fail/fail
x11-wm/mutter	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/thunar-shares-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/thunar-vcs-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-alsa-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-battery-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-hdaps	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-datetime-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-diskperf-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-fsguard-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-generic-slider	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-genmon-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-indicator-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-mailwatch-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-mixer	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-mount-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-mpc-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-netload-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-notes-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-notifyd	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-places-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-pulseaudio-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-smartbookmark-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-screenshooter	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-stopwatch-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-systemload-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-wavelan-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfce4-whiskermenu-plugin	FAIL(3)	FAIL(1)	fail/fail
xfce-extra/xfdashboard	FAIL(3)	FAIL(1)	fail/fail
